aprilla	aprilia	3
dokeyom	dokyeom	2
hyunoo	hyunsoo	1
hyuntak	hyuntaek	1
jeong	jeonghuihan	1
jeong	jung	1
jinho	jino	2
jongrak	jongrack	1
kyoungtae	gyoungtae	1
kyunbun	gyeongbun	1
kyung	kyoung	1
myoung	myeong	1
sangho	sang	1
soungho	leesungho	1
taejoon	taejun	4
yooon	yoon	2
