ins	p	i	1
sub	k	j	1
sub	k	o	1
sub	a	d	1
del	a	e	1
del	k	a	1
ins	o	a	1
ins	l	u	1
ins	o	e	1
del	t	e	1
del	i	y	1
ins	a	p	1
del	o	u	1
sub	l	p	1
del	w	n	1
ins	i	y	1
sub	g	s	1
del	i	s	1
del	r	s	1
sub	s	u	1
sub	u	s	1
ins	n	t	1
sub	t	j	1
ins	d	h	1
ins	^	a	1
del	u	o	1
del	n	l	1
ins	e	t	1
ins	g	u	1
del	k	e	1
sub	c	k	1
sub	k	x	1
sub	b	v	1
ins	g	k	1
ins	h	m	1
ins	y	l	1
del	a	h	1
sub	k	m	1
ins	j	i	1
del	g	i	1
ins	a	u	1
sub	n	p	1
del	^	e	1
del	u	c	1
ins	a	s	1
del	i	c	1
del	p	s	1
del	h	i	1
sub	n	b	1
del	n	r	1
sub	u	n	1
del	i	h	1
del	l	i	1
del	^	i	1
del	n	o	1
ins	b	a	1
del	m	c	1
del	o	d	1
sub	u	m	1
sub	l	e	1
sub	c	h	1
sub	h	c	1
sub	y	v	1
del	^	a	1
sub	a	w	1
del	u	n	1
sub	r	u	1
sub	f	t	1
del	y	t	1
sub	y	p	1
ins	m	e	1
ins	w	a	1
del	s	o	1
del	s	e	1
sub	h	o	1
ins	n	h	1
sub	s	k	1
del	f	e	1
sub	j	k	1
sub	l	s	1
del	k	t	1
ins	j	n	1
sub	s	z	1
sub	h	m	1
del	n	p	1
del	u	k	1
del	a	i	1
sub	l	h	1
del	e	t	1
ins	p	l	1
sub	k	a	1
ins	l	i	1
del	^	o	1
del	a	l	1
ins	^	c	1
del	a	w	1
sub	g	d	1
ins	a	c	1
ins	d	j	1
ins	i	d	1
sub	c	o	1
ins	u	t	1
del	r	n	1
del	h	r	1
ins	l	a	1
del	j	e	1
sub	h	u	1
sub	j	u	1
ins	w	i	1
del	m	o	1
