sub	i	y	2
del	o	u	2
sub	p	o	1
ins	t	l	1
ins	a	n	1
sub	u	o	1
ins	s	h	1
sub	n	m	1
sub	n	a	1
sub	a	n	1
ins	s	o	1
del	h	a	1
ins	k	a	1
sub	t	a	1
sub	a	t	1
ins	t	s	1
ins	y	u	1
sub	t	y	1
