ate	aye	1
eni	eny	2
ghriti	ghritli	1
ismura	isomura	1
khaing	khing	1
kouji	koji	1
lumawa	lumawan	1
moriat	morita	1
nakjima	nakajima	1
nisima	mishima	1
ros	rosnita	2
satou	sato	1
takaaki	takahiro	1
takayki	takayuki	1
tetu	tetsu	1
tomikp	tomiko	1
yana	yuliyana	1
yuan	yuna	1
yurio	yorio	1
