ins	^	i	5
sub	g	r	5
del	^	i	5
ins	e	k	5
sub	a	z	5
sub	u	y	5
ins	o	r	5
sub	k	n	5
del	i	m	5
sub	m	k	5
ins	i	z	5
del	j	a	5
ins	d	e	5
sub	y	o	5
sub	l	h	5
del	f	a	4
ins	u	h	4
ins	h	r	4
ins	a	f	4
del	o	r	4
ins	p	a	4
ins	^	t	4
sub	g	q	4
del	i	t	4
del	n	e	4
ins	n	e	4
del	u	r	4
sub	h	i	4
del	d	r	4
del	s	o	4
ins	e	f	4
sub	a	d	4
sub	e	l	4
ins	r	l	4
sub	f	g	4
del	g	a	4
sub	d	n	4
del	p	t	4
del	n	y	4
ins	r	e	4
del	o	u	4
sub	b	r	4
del	h	i	4
sub	a	m	4
ins	e	y	4
del	r	e	4
sub	n	g	4
del	n	s	4
sub	w	y	4
sub	r	b	4
ins	r	s	4
ins	^	n	4
sub	e	s	4
ins	m	i	4
sub	l	u	4
sub	w	v	4
del	u	h	4
sub	f	e	4
sub	y	z	4
ins	i	b	4
sub	g	d	4
sub	l	o	4
sub	n	o	4
ins	r	u	4
ins	f	a	4
del	p	a	4
del	o	e	4
del	^	n	4
ins	^	e	4
del	e	y	4
del	n	o	4
del	m	b	4
del	u	l	4
del	b	i	3
ins	e	m	3
del	y	m	3
sub	e	n	3
del	i	f	3
del	z	h	3
sub	w	a	3
ins	s	r	3
sub	c	j	3
del	d	o	3
del	a	b	3
del	m	i	3
del	a	w	3
sub	x	z	3
ins	^	r	3
ins	d	u	3
sub	d	b	3
ins	f	h	3
del	e	m	3
ins	s	u	3
del	o	c	3
sub	k	i	3
ins	k	i	3
sub	l	d	3
del	f	h	3
del	^	f	3
ins	^	b	3
sub	l	e	3
ins	o	l	3
del	i	z	3
sub	t	a	3
sub	e	y	3
sub	r	m	3
del	^	l	3
sub	d	l	3
sub	o	r	3
sub	r	o	3
sub	m	a	3
ins	t	j	3
del	k	i	3
del	z	a	3
del	^	p	3
sub	g	n	3
del	a	u	3
ins	u	k	3
ins	e	o	3
sub	d	g	3
ins	^	l	3
ins	g	h	3
ins	m	l	3
ins	m	u	3
sub	i	k	3
del	b	h	3
sub	n	b	3
sub	u	l	3
sub	h	b	3
del	m	u	3
sub	k	m	3
ins	^	c	3
del	a	p	3
ins	s	k	3
ins	i	m	3
ins	e	t	3
del	n	u	3
sub	f	a	3
ins	u	w	3
ins	^	y	3
ins	r	t	3
ins	t	u	3
sub	u	c	3
ins	u	e	3
del	g	i	3
ins	i	o	3
sub	k	e	3
del	k	a	3
del	o	h	3
sub	g	y	3
ins	^	f	3
ins	n	u	3
sub	r	y	3
ins	y	u	3
sub	h	w	3
ins	o	s	3
del	a	g	3
sub	k	j	3
sub	z	f	3
sub	n	k	2
ins	z	i	2
ins	t	s	2
del	r	l	2
del	a	e	2
sub	h	z	2
del	u	t	2
ins	m	s	2
del	e	p	2
del	u	m	2
ins	^	k	2
ins	u	f	2
sub	t	w	2
ins	o	u	2
sub	k	r	2
sub	m	i	2
ins	k	s	2
sub	g	o	2
ins	h	o	2
ins	a	j	2
sub	b	p	2
del	k	e	2
sub	l	t	2
ins	s	c	2
del	b	o	2
sub	t	k	2
ins	f	e	2
sub	w	n	2
del	^	r	2
del	w	i	2
ins	u	a	2
sub	j	d	2
ins	l	n	2
sub	l	p	2
sub	w	i	2
sub	i	w	2
del	^	c	2
del	m	o	2
sub	g	c	2
ins	^	o	2
sub	m	u	2
del	j	i	2
sub	z	r	2
ins	e	p	2
sub	l	s	2
sub	i	b	2
sub	r	u	2
del	t	o	2
sub	g	k	2
ins	b	o	2
del	a	f	2
sub	u	r	2
ins	l	r	2
sub	d	f	2
ins	l	e	2
del	p	o	2
sub	v	p	2
del	p	r	2
del	q	h	2
del	o	m	2
sub	j	h	2
sub	n	z	2
sub	k	o	2
ins	z	a	2
ins	b	e	2
del	g	s	2
del	y	o	2
del	t	y	2
del	u	p	2
sub	w	k	2
sub	p	l	2
sub	z	y	2
sub	k	s	2
sub	b	m	2
sub	r	v	2
del	r	o	2
ins	u	m	2
sub	p	s	2
del	c	a	2
del	a	x	2
sub	v	n	2
sub	w	b	2
sub	u	n	2
ins	u	b	2
sub	w	s	2
sub	r	h	2
ins	r	n	2
ins	^	w	2
ins	h	y	2
ins	d	w	2
sub	s	g	2
sub	i	h	2
ins	p	u	2
ins	b	r	2
del	g	r	2
del	f	r	2
sub	p	b	2
ins	m	o	2
del	h	n	2
sub	c	h	2
sub	h	c	2
del	e	g	2
sub	d	z	2
sub	m	r	2
del	^	t	2
ins	l	s	2
ins	b	h	2
ins	o	i	2
sub	q	o	2
del	o	p	2
ins	e	v	2
ins	g	a	2
sub	g	f	2
del	o	s	2
sub	g	i	2
ins	y	w	2
del	v	a	2
sub	u	w	2
ins	e	b	2
sub	g	j	2
sub	q	a	2
sub	g	m	2
ins	a	p	2
sub	i	d	2
sub	d	i	2
sub	w	h	2
ins	e	d	2
ins	o	k	2
sub	o	n	2
del	s	n	2
sub	y	r	2
sub	y	u	2
ins	g	r	2
del	b	e	2
ins	m	p	2
sub	k	y	2
sub	f	i	2
sub	m	f	2
sub	v	d	2
ins	s	l	2
sub	o	l	2
del	e	b	2
ins	d	o	2
del	b	a	2
ins	c	k	2
sub	c	x	2
sub	o	y	2
ins	t	m	2
del	n	l	2
sub	d	j	2
del	p	e	2
sub	d	a	2
ins	e	u	2
ins	j	a	2
del	h	y	2
sub	u	d	2
del	n	f	2
sub	d	o	2
sub	k	d	2
sub	w	d	2
ins	s	n	2
del	i	o	1
sub	e	d	1
sub	e	m	1
sub	k	x	1
ins	d	n	1
sub	l	q	1
sub	b	v	1
ins	p	e	1
del	o	i	1
sub	b	z	1
sub	y	e	1
ins	b	i	1
sub	y	v	1
del	^	v	1
ins	m	e	1
sub	t	g	1
sub	z	e	1
ins	e	z	1
sub	v	e	1
sub	m	s	1
sub	s	m	1
sub	k	a	1
sub	a	k	1
del	x	i	1
sub	d	e	1
sub	t	l	1
del	r	u	1
sub	m	e	1
sub	a	f	1
sub	l	j	1
del	t	f	1
ins	o	c	1
ins	i	j	1
sub	f	s	1
del	n	h	1
sub	q	g	1
del	h	m	1
ins	y	n	1
sub	p	n	1
sub	u	m	1
sub	t	c	1
ins	m	y	1
ins	c	r	1
del	o	k	1
sub	e	w	1
ins	o	h	1
sub	p	v	1
ins	h	f	1
del	r	p	1
del	l	o	1
sub	x	s	1
sub	j	g	1
sub	d	u	1
del	l	e	1
del	o	y	1
sub	r	j	1
sub	j	r	1
del	i	g	1
ins	m	r	1
del	o	a	1
del	r	m	1
del	b	y	1
sub	t	u	1
sub	u	t	1
sub	g	z	1
ins	q	i	1
del	t	k	1
del	k	s	1
del	h	r	1
sub	k	z	1
sub	z	k	1
ins	k	e	1
sub	b	w	1
sub	b	f	1
sub	j	k	1
sub	v	c	1
del	e	t	1
ins	p	o	1
ins	a	x	1
sub	w	u	1
sub	z	u	1
ins	y	h	1
sub	p	h	1
sub	d	m	1
sub	m	d	1
ins	b	a	1
sub	q	h	1
del	z	i	1
sub	d	p	1
del	s	l	1
sub	n	f	1
